Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
121958,695.98,0.1697292843903737,-0.9443687775430526,0.863100226170631,0.08312246565668001,-0.262978803780678,1.2444980760210578,-0.2773160565659805,-1.7967380129780532,-0.6590067582323337,-0.5973647655374826,-0.5066028082758148,1.0587806734902474,-0.8291091806340453,-0.9026885938220728,-1.9394054081418746,0.5032602265255054,0.6778539748410302,1.2107012531475165,0.796965795509925,2.6805088716332452,-0.6672053844763253,-1.122484323722866,1.6866513536678973,0.16942808390894876,-0.015470844767045444,-0.789553685516321,-0.4570138198521978,1.0110630878929017,0
146867,408.96,0.08939391914564943,0.32324576290897944,-0.7964401810595795,-0.46710340679077605,-1.8357112740410206,0.1320209226175572,0.7151624007606846,1.4903794701929813,-1.6644767353332222,-0.48767397427899917,-0.849329485829408,0.1981316511358755,-1.6047549879109688,0.33917757913548424,0.8900101268264297,-0.034665569737606684,1.6463292076954565,-0.01727323804817288,1.6332295165199409,-0.4243952207106612,0.8927843782269886,0.9727103929221741,-0.6901408375488947,-0.047270379229430746,-0.9806629122300344,0.737639200059881,0.2254101426299924,-0.08289999071715835,0
131932,173.3,0.48804407937874933,1.2492017674875335,0.10884563020912037,-0.7337879737853639,0.3300650008126215,0.36144203694732535,0.8521788848080184,-0.8333735587954348,0.9200114600053961,0.45978058405031313,-0.28475862849001854,0.4794416917432683,-0.3488031548729745,-1.6563805271410257,-1.3146373957920054,0.7288186376596363,1.0078568974549134,1.6739397972447685,-2.158341916889131,-0.6653155109340871,1.7664572465375616,-0.6066308273221378,0.7742910581643598,-1.1473064837490117,1.4547495353705886,-0.25642516912858027,1.696791098740288,0.5913475819086403,0
103694,156.45,1.5801340950752016,0.4914045670194975,-1.1186314281988077,0.03606339146962743,0.6199263323958049,0.33834666692159093,1.2514564218142645,-0.36158858057559284,-0.30136312044018576,-0.17482036396387599,-0.4987651871936316,-0.06975342922879786,-1.9581754288830124,-0.5123173104590948,-1.7725785653614543,0.5925553079287688,-1.8672735516352748,0.03486241532916554,-0.63057816231632,0.3202547812881538,0.4806812642203949,-0.024718556623273127,0.708936451068717,-0.2152478580953917,1.8807611462026483,0.8857263538818548,-1.1352253558884424,-0.1892662309368083,0
119879,250.25,-0.11985091936559887,-1.0307175028015232,-0.9941062330421927,0.34753037615807447,-1.0890801161478045,-2.0858158589232887,1.9094186522934937,-1.1177496539261753,-0.015917845002242307,-1.3291851333448825,-0.4488038011627814,-1.1342804531462336,-0.6284857063107556,0.9665442505206122,-0.3636132959016177,-0.035143579404707616,-0.6383032414308838,-0.41234669342340735,1.3002489442520417,-0.25615844322144626,0.24988755816383004,-0.1297722243984588,-2.6407856355754045,1.973898578442583,0.5468897034516844,1.2100213114457437,-1.3056713470362415,0.599211171146366,0
110268,549.23,0.11372946021298058,-0.0497665096490848,-0.030938997155624107,1.163508767954987,-0.15582147432910282,-0.18686959685039925,0.8098893216611167,-0.35870377304891893,0.9160103197910902,-0.06118843777902161,1.1653274178021615,-0.1517337584205077,-0.29263062033020526,-0.6763331514442502,1.7111072916770502,-0.5108248188641186,-0.24195152465778313,-0.6013004645117327,-1.4015298469325184,1.2753734072632077,-0.29086517019067476,-0.02471086506892419,-0.8331944025358734,-0.375219230133898,0.5981017797611552,0.27830205156317733,-0.8601003213280649,0.18026279390151156,0
54886,714.6,-0.5945160527242493,0.3749779383397089,-1.960158008293832,0.2651555272988874,0.03786191500895019,-0.23891284198402865,-0.2167365144042404,-0.8403915362054409,-0.7222688836538869,-0.0988914323969255,-0.2541034540355542,0.5230396329635579,-0.6899159780289247,-1.904935777417886,0.7111924534215757,1.0425415920925094,1.0099554967070807,-0.7437160852944981,0.8056510328936717,-0.8081886582481381,0.5480711580492612,0.4730826719950572,-1.2869805642807612,-0.1560136594232553,0.13104916396117336,0.5555524818325563,0.7017053967895513,-0.3979917748892223,0
137337,660.2,0.5883285184606423,-0.7573995168983091,2.060558616616052,0.6419305349615512,0.5845726279495681,1.4301556365598782,0.8593137911229725,0.6764418164947713,-0.3119870086480041,0.9756783454381532,-0.6629066722798649,-0.12802686798323787,0.04177365736491215,0.2575331531289845,-1.9223141054539656,0.4631620978788213,-1.3316181162114358,0.5141458264060461,1.1340005008147496,-0.24884771899102934,0.1293676710108124,-1.0241826404477345,0.4478928585579239,1.2570848921053457,0.9692032217790022,-0.6084600814322608,0.12528546327868995,0.2580919766013363,0
168266,279.94,-0.31847851065033933,-1.3582711967233527,-1.1930599549102363,0.6532831732495379,0.0038030761231874206,0.33372786356187306,0.4667162340051821,0.08079162972197933,-1.0563279993057415,-0.9721523982026613,0.028078774047990595,0.800765426739591,-0.23610401091920777,-0.5865289930926361,-1.343125267644541,-1.381432652530298,-1.018936670392648,-1.2944933548580115,-0.0283398453664603,0.8762130742723462,-0.7545313540145426,1.2933001091062284,0.33782591593198846,-1.541288660901958,-2.4431453052307317,0.8922098728099856,-1.4426356710131807,-0.5425099077147337,0
87498,954.87,-0.31905702106634304,-0.316097868436527,-0.04008851265655339,2.68753436569696,-1.6263193539615841,-0.2976109621166948,0.5063669775262545,-0.6810551606146789,-1.0585037209958124,0.9823194827554433,0.10422793912840751,-0.3921815611975842,-0.32768654132878194,-0.18588543607289654,-0.3956003732457072,0.22089765608138748,-1.6051514301799923,-0.8183374833362532,-1.4214646871565255,0.30836431263188574,-0.3089937683704872,0.5035427567167631,0.3579276999848825,0.6201240509569362,-0.00386227879186147,0.2181243696810031,0.09955759759996681,-1.3781883518331057,0
112727,737.9,0.5434831529637776,-0.7408324079677024,1.1682177218168646,-1.8100324032725792,-0.5299377694624893,-0.09012474099101125,0.17721878507168543,0.9958719766589276,-0.9205828940058789,-0.09783081209994353,-1.1868812295940714,-0.32659082745082735,-2.4241506170373057,-0.7298695864625924,2.2383531617708616,-1.1510247094577337,-0.825800250087814,1.3244826258410705,-0.12151967820023801,1.1612076717580284,-0.867445996680596,0.8355827763397274,-0.30559226751441604,-1.5888799198050498,-0.5726270026955117,-0.2947110388441811,1.5514377658892888,-0.019887793852138756,0
